"スキル項目コード","スキル項目識別子","知識項目コード","知識項目識別子","知識項目"
"S110060020","24","K016","508","ビジネスモデル"
"S110060020","24","K017","509","プロジェクト・チームのマネジメント"
"S110060020","24","K018","510","モチベーションマネジメント"
"S110060020","24","K019","511","仮説構築法"
"S110060020","24","K020","512","業務モデル"
"S110060020","24","K021","513","業務改善"
"S110060020","24","K022","514","業務分析手法"
"S110060020","24","K023","515","原因分析（ブレーンストーミング、アンケート調査、資料調査、面接調査、各種データ収集、分析、加工）"
"S110060020","24","K024","517","構造化手法"
"S110060020","24","K025","518","差異分析手法"
"S110060020","24","K026","519","情報システムユーザー利用実態の調査（モニタリング、目標達成度）"
"S110060020","24","K027","520","情報リテラシー"
"S110060020","24","K028","521","情報リテラシー教育事例"
"S110060020","24","K029","522","人材育成計画"
"S110060020","24","K030","523","統計解析手法"
"S110060020","24","K031","524","評価指標（KGI・KPI）の評価方法"
"S110060020","24","K032","525","評価制度（評価指標）"
"S110060020","24","K033","526","普及啓発"
"S110060020","24","K034","527","分析手法（作業分析、PTS法、ワークサンプリング法ほか）"
"S110060020","24","K035","528","問題解決手法"
"S110060030","25","K001","529","ASP"
"S110060030","25","K002","530","SOA"
"S110060030","25","K003","531","クラウドコンピューティング（SaaS、PaaS、IaaSほか）"
"S110060030","25","K004","532","ソリューションビジネスの種類とサービス形態"
"S110060030","25","K005","533","業務パッケージ"
"S110060030","25","K006","534","問題解決支援"
"S110060040","26","K001","535","BPO"
"S110060040","26","K002","537","SFA"
"S110060040","26","K003","538","オフショア"
"S110060040","26","K004","539","ビジネスプロセスマネジメント（BPM）"
"S110060040","26","K005","540","ビジネスプロセスリエンジニアリング（BPR）"
"S110060040","26","K006","541","ビジネスプロセス表記手法"
"S110060040","26","K007","542","ビジネスモデル"
"S110060040","26","K008","10266","フルフィルメント（受注処理）"
"S110060040","26","K009","543","業務モデル"
"S110060040","26","K010","544","業務改善"
"S110060040","26","K011","545","業務設計"
"S110060040","26","K012","546","業務分析"
"S110060040","26","K013","547","製品・サービスのライフサイクル"
"S110060040","26","K014","548","製品のライフサイクル"
"S110060050","27","K001","549","IT価値の定義"
"S110060050","27","K002","550","IT価値管理のフレームワーク構築"
"S110060050","27","K003","551","エンタープライズアーキテクチャ（EA）"
"S110060050","27","K004","552","ニーズの分析と優先順位付け"
"S110060050","27","K005","553","企業モデル"
"S110060050","27","K006","554","業務モデル"
"S110060050","27","K007","555","現行IT環境分析"
"S110060050","27","K008","556","情報システムモデル"
"S110060050","27","K009","557","情報システム評価手法"
"S110060050","27","K010","558","新規技術要件の把握"
"S110060050","27","K011","559","問題点と機会の認識（例:サービスの要求、計画のプロセス）"
"S110060050","27","K012","560","要求定義と仕様化"
"S110060060","28","K001","561","IT予算化状況の把握"
"S110060060","28","K002","562","KJ法"
"S110060060","28","K003","563","SWOT分析手法"
"S110060060","28","K004","564","エンタープライズアーキテクチャ（EA）"
"S110060060","28","K005","565","コアコンピタンス"
"S110060060","28","K006","566","コーチング"
"S110060060","28","K007","567","ステークホルダー・マネジメントに関する知識"
"S110060060","28","K008","568","バリューチェーン分析手法"
"S110060060","28","K009","569","ヒアリング"
"S110060060","28","K010","570","ビジネスプロセスマネジメント（BPM）"
"S110060060","28","K011","571","ビジネスプロセスモデリング"
"S110060060","28","K012","572","ビジネスプロセスリエンジニアリング（BPR）"
"S110060060","28","K013","573","ビジネスプロセス分析・表記手法"
"S110060060","28","K014","574","ビジネスモデル"
"S110060060","28","K015","575","リスクマネジメントに関する知識"
"S110060060","28","K016","576","因果関係分析"
"S110060060","28","K017","577","環境分析のツールや手法に関する知識"
"S110060060","28","K018","578","企業理念"
"S110060060","28","K019","579","競争戦略"
"S110060060","28","K020","580","業務モデル"
"S110060060","28","K021","581","業務設計"
"S110060060","28","K022","582","業務分析手法"
"S110060060","28","K023","583","経営管理"
"S110060060","28","K024","584","経営戦略の把握"
"S110060060","28","K025","585","経営全般に関する知識"
"S110060060","28","K026","586","経営組織"
"S110060060","28","K027","587","経営論に関する知識"
"S110060060","28","K028","588","顧客のIT戦略の把握"
"S110060060","28","K029","589","差異分析手法"
"S110060060","28","K030","590","事業戦略の把握"
"S110060060","28","K031","591","全体最適化"
"S110060060","28","K032","592","組織全体の経営・事業運用に関する知識"
"S110060060","28","K033","593","当該事業に関する知識"
"S110060070","29","K001","594","ASP（Application Service Provider）"
"S110060070","29","K002","595","BPO（Business Process Outsourcing）"
"S110060070","29","K003","597","ITポートフォリオモデル"
"S110060070","29","K004","598","IT業界の動向（事例）"
"S110060070","29","K005","599","IT経営力指標"
"S110060070","29","K006","600","IT投資マネジメント"
"S110060070","29","K007","601","エンタープライズアーキテクチャ（EA）"
"S110060070","29","K008","602","クロスライセンス契約に関する知識"
"S110060070","29","K009","603","コントロールフレームワーク"
"S110060070","29","K010","604","システムオーナー"
"S110060070","29","K011","605","システムライフサイクル"
"S110060070","29","K012","606","システム構造"
"S110060070","29","K013","607","システム方式に関する知識（ハードウェア・ソフトウェア・手作業の機能分割、ハードウェア方式、ソフトウェア方式、アプリケーション方式・IS企画）"
"S110060070","29","K014","608","ソフトウェア契約に関する知識"
"S110060070","29","K015","609","データオーナー"
"S110060070","29","K016","596","バランススコアカード"
"S110060070","29","K017","611","ビジネスプロセスマネジメント（BPM）"
"S110060070","29","K018","612","ビジネスプロセスリエンジニアリング（BPR）"
"S110060070","29","K019","613","ビジネスプロセス表記手法"
"S110060070","29","K020","614","ビジネスモデル"
"S110060070","29","K021","616","ビジネス環境分析手法"
"S110060070","29","K022","617","プログラムマネジメント"
"S110060070","29","K023","618","プロセスフレームワーク"
"S110060070","29","K024","619","ベンチマーク"
"S110060070","29","K025","620","ライセンス契約に関する知識"
"S110060070","29","K026","621","リスク分析手法"
"S110060070","29","K027","622","下請法"
"S110060070","29","K028","623","開発投資対効果"
"S110060070","29","K029","624","業務モデル"
"S110060070","29","K030","625","業務設計"
"S110060070","29","K031","626","業務分析手法"
"S110060070","29","K032","627","情報システムモデル"
"S110060070","29","K033","636","情報システム化基本計画"
"S110060070","29","K034","628","情報システム戦略の意義と目的"
"S110060070","29","K035","637","情報システム戦略の方針及び目標設定"
"S110060070","29","K036","629","情報システム戦略実行マネジメント"
"S110060070","29","K037","631","情報システム戦略遂行のための組織体制"
"S110060070","29","K038","630","情報システム戦略評価"
"S110060070","29","K039","632","情報システム投資計画"
"S110060070","29","K040","633","正味現在価値法（NPV:Net Present Value）"
"S110060070","29","K041","634","製品知識製品動向（事例）"
"S110060070","29","K042","635","全体最適化"
"S110060070","29","K043","638","単純回収期間法（Pay-back Period method）"
"S110060070","29","K044","639","投資資本利益率（ROI: Return On Investment）"
"S110060070","29","K045","640","品質統制（品質統制フレームワーク）"
"S110060080","458","K001","9728","SWOT分析"
"S110060080","458","K002","9729","インタビュー"
"S110060080","458","K003","9730","コンセプト・モデリング"
"S110060080","458","K004","9731","データ・マイニング"
"S110060080","458","K005","9732","バランス・スコアカード"
"S110060080","458","K006","9733","ビジネス・ケース"
"S110060080","458","K007","9734","ビジネス・モデル"
